2018-11-04 16:18:38,"b""I'm watching Narcos #Narcos @NarcosNetflix @Netflix #Netflix via @TelfieApp #Telfie https://t.co/ACAF98urnd"""
2018-11-04 15:16:30,b'When she wake up talking bout #Narcos peeping all the Govt BS https://t.co/SN9f4Qo8Yo'
2018-11-04 14:24:29,b'#Narcos on sunday. #NetlfixMood https://t.co/VuFnyFhSVC'
2018-11-04 14:09:05,b'Cold is coming! Sizzle things up with red hot 8x award-winning BUCCANEER! Erotic #romance Medellin Cartel pilot\xe2\x80\x99s a\xe2\x80\xa6 https://t.co/vWFnq5zogW'
2018-11-04 13:40:40,b'12 days left \xf0\x9f\x98\x8d. #Narcos https://t.co/JYaHD3eCK9'
2018-11-04 13:23:31,b'Why do all billionaire drug dealers dress like Richard Simmons? \xf0\x9f\x98\x82 #chapo #pabloescobar #pablo #narcos'
2018-11-04 12:53:55,b'Killing &amp; Dying for America\xe2\x80\x99s Addiction\nThe source of Narco Terrorism in Mexico and Latin America is the US\xe2\x80\x99s drug\xe2\x80\xa6 https://t.co/y3Koy8TPEd'
2018-11-04 11:01:32,b'im crying they killed carrillo nooo #narcos'
2018-11-04 10:59:38,b'Watching #ElChapo feels like cheating on #Narcos. Both shows are very underrated.'
2018-11-04 10:49:51,b'@Omar_Gad_ Watching #Narcos these days\xf0\x9f\x91\x8c'
2018-11-04 10:03:02,"b""Binge watching #NARCOS season 3. I'm so pissed. \nQuestion: How in the hell is it possible that no one was able to k\xe2\x80\xa6 https://t.co/gQhXx8RUfR"""
2018-11-04 07:12:05,"b'A tale of #narcos: blood, betrayal and family bonds; or how #ElChapo came to trial https://t.co/f733LNSiCU'"
2018-11-04 06:51:01,b'why is... pinz\xc3\xb3n so dumb istg they couldve caught escobar if he didnt go by the front road aldjsjakkdd #narcos'
2018-11-04 03:47:04,b'RT @TODDCastPodcast: @HIGH_TIMES_Mag Sr. Cultivation Editor @DannyDanko was a featured guest of Ep.139! Hear the FULL #unedited interview;\xe2\x80\xa6'
2018-11-04 03:28:43,b'Remember remember the 16th of November. \xf0\x9f\xa4\xad\xf0\x9f\x94\xa5 #Narcos #Netflix #Mexico https://t.co/H8cmsF9CG8'
2018-11-04 03:25:45,b'Here it comes. \xf0\x9f\x94\xa5 #Narcos #Netflix https://t.co/yZJofRjOSs'
2018-11-04 03:10:04,b'@HIGH_TIMES_Mag Sr. Cultivation Editor @DannyDanko was a featured guest of Ep.139! Hear the FULL #unedited intervie\xe2\x80\xa6 https://t.co/sKERo6xFA5'
2018-11-04 02:14:49,"b""I've just watched episode S02E04 of Narcos! #narcos #tvtime https://t.co/CxJ6GZf0R9"""
2018-11-04 01:19:59,"b'""We are bandits, not snitches!"" \xf0\x9f\x98\xad #Narcos'"
2018-11-04 01:16:29,"b""I've just watched episode S02E03 of Narcos! #narcos #tvtime https://t.co/V1LJ9Ph6sr"""
2018-11-04 00:31:46,"b'https://t.co/Ar0WGZnhRP #Navegante, straight up assassin! #Narcos #WVUvsTexas'"
2018-11-03 21:38:08,b'RT @semrush: Have you been binge watching #Netflix? Here are the top Netflix Original Series that were searched for globally within the las\xe2\x80\xa6'
